code,naam,niveau,indicator,jaar,waarde
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2015,21208.0
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2016,21277.0
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2017,21955.0
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2018,22365.0
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2019,23270.0
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2020,24166.0
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2021,25111.0
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2022,25949.0
Noord,Genk-Noord,campagnebuurt,inkomen_mediaan,2023,28063.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2005,16933.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2006,17533.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2007,18232.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2008,19119.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2009,19569.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2010,19400.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2011,19970.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2012,20703.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2013,21296.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2014,21467.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2015,21705.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2016,21695.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2017,22201.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2018,22519.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2019,23353.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2020,24581.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2021,25384.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2022,26207.0
Oost,Genk-Oost,campagnebuurt,inkomen_mediaan,2023,27988.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2005,18119.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2006,18831.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2007,19441.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2008,20293.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2009,20652.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2010,20699.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2011,21568.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2012,22508.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2013,23047.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2014,24112.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2015,24400.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2016,24045.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2017,24550.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2018,25336.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2019,26173.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2020,27408.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2021,28567.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2022,29488.0
West,Genk-West,campagnebuurt,inkomen_mediaan,2023,31348.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2005,18294.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2006,18759.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2007,19116.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2008,19726.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2009,20306.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2010,20310.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2011,21213.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2012,21812.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2013,22243.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2014,22396.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2015,22351.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2016,22214.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2017,23048.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2018,23480.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2019,24427.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2020,25432.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2021,26012.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2022,27309.0
Centrum,Genk-Centrum,campagnebuurt,inkomen_mediaan,2023,29323.0
Noord,Genk-Noord,campagnebuurt,onderwijs_laag,2021,47.4
Noord,Genk-Noord,campagnebuurt,onderwijs_middel,2021,39.9
Noord,Genk-Noord,campagnebuurt,onderwijs_hoog,2021,12.6
Oost,Genk-Oost,campagnebuurt,onderwijs_laag,2021,45.9
Oost,Genk-Oost,campagnebuurt,onderwijs_middel,2021,38.6
Oost,Genk-Oost,campagnebuurt,onderwijs_hoog,2021,15.5
West,Genk-West,campagnebuurt,onderwijs_laag,2021,40.7
West,Genk-West,campagnebuurt,onderwijs_middel,2021,39.9
West,Genk-West,campagnebuurt,onderwijs_hoog,2021,19.4
Centrum,Genk-Centrum,campagnebuurt,onderwijs_laag,2021,36.8
Centrum,Genk-Centrum,campagnebuurt,onderwijs_middel,2021,33.4
Centrum,Genk-Centrum,campagnebuurt,onderwijs_hoog,2021,29.8
Genk,Genk,referentie,screening_leeftijd_25_29,2024,0.547
Genk,Genk,referentie,screening_leeftijd_30_34,2024,0.646
Genk,Genk,referentie,screening_leeftijd_35_39,2024,0.629
Genk,Genk,referentie,screening_leeftijd_40_44,2024,0.598
Genk,Genk,referentie,screening_leeftijd_45_49,2024,0.596
Genk,Genk,referentie,screening_leeftijd_50_54,2024,0.546
Genk,Genk,referentie,screening_leeftijd_55_59,2024,0.467
Genk,Genk,referentie,screening_leeftijd_60_64,2024,0.444
Limburg,Limburg,referentie,screening_leeftijd_25_29,2024,0.561
Limburg,Limburg,referentie,screening_leeftijd_30_34,2024,0.662
Limburg,Limburg,referentie,screening_leeftijd_35_39,2024,0.647
Limburg,Limburg,referentie,screening_leeftijd_40_44,2024,0.625
Limburg,Limburg,referentie,screening_leeftijd_45_49,2024,0.608
Limburg,Limburg,referentie,screening_leeftijd_50_54,2024,0.565
Limburg,Limburg,referentie,screening_leeftijd_55_59,2024,0.498
Limburg,Limburg,referentie,screening_leeftijd_60_64,2024,0.439
Vlaanderen,Vlaanderen,referentie,screening_leeftijd_25_29,2024,0.598
Vlaanderen,Vlaanderen,referentie,screening_leeftijd_30_34,2024,0.691
Vlaanderen,Vlaanderen,referentie,screening_leeftijd_35_39,2024,0.679
Vlaanderen,Vlaanderen,referentie,screening_leeftijd_40_44,2024,0.66
Vlaanderen,Vlaanderen,referentie,screening_leeftijd_45_49,2024,0.64
Vlaanderen,Vlaanderen,referentie,screening_leeftijd_50_54,2024,0.601
Vlaanderen,Vlaanderen,referentie,screening_leeftijd_55_59,2024,0.529
Vlaanderen,Vlaanderen,referentie,screening_leeftijd_60_64,2024,0.463
